Sample,date,tax_label,mean_rel_abund,mean
sample10,2022-08-08,Burkholderiales Genus of SC-I-84,2.3523523523523524,1.297114173829319
sample10,2022-08-08,Chloroflexi Genus of OLB14,3.7937937937937942,1.6816085671473981
sample10,2022-08-08,Flavobacteriales Genus of NS9_marine_group,0.2602602602602603,0.9059129042078556
sample10,2022-08-08,Gammaproteobacteria Genus of Run-SP154,2.3763763763763763,2.6335148874738517
sample10,2022-08-08,Genus of Actinobacteria,0.6046046046046045,0.7126946461146075
sample10,2022-08-08,Genus of Caldilineaceae,2.796796796796797,4.411204707392569
sample10,2022-08-08,Genus of Chloroflexaceae,0.4084084084084084,0.509813734457172
sample10,2022-08-08,Genus of Comamonadaceae,0.5305305305305306,1.6405102162494207
sample10,2022-08-08,Genus of Intrasporangiaceae,3.885885885885886,5.010608469695935
sample10,2022-08-08,Genus of Kineosporiaceae,0.47447447447447444,0.6569083750018746
sample10,2022-08-08,Genus of Micrococcales,1.2592592592592593,1.6418298495456767
sample10,2022-08-08,Genus of Microtrichaceae,0.7767767767767768,1.387385172656866
sample10,2022-08-08,Genus of Microtrichales,1.3333333333333335,1.3823951177390017
sample10,2022-08-08,Genus of Propionibacteriaceae,0.5605605605605605,0.8792396657092159
sample10,2022-08-08,Genus of Rhodobacteraceae,2.5385385385385386,2.657419448875585
sample10,2022-08-08,Genus of Saccharimonadales,2.4004004004004003,1.5574194736276132
sample10,2022-08-08,Genus of Saprospiraceae,1.3033033033033032,2.160915937332617
sample10,2022-08-08,Ignavibacteria Genus of SJA-28,0.8428428428428428,0.5225866721513354
sample10,2022-08-08,Ilumatobacteraceae CL500-29_marine_group,0.3883883883883884,0.930435459719942
sample10,2022-08-08,Microtrichaceae IMCC26207,2.4824824824824825,1.9551873403156141
sample10,2022-08-08,Other max.<1%,21.345345345345347,0.004636330084802926
sample10,2022-08-08,Saprospiraceae OLB8,0.036036036036036036,0.6012212433047679
sample10,2022-08-08,Solirubrobacterales unidentified_67-14,3.429429429429429,1.6640872308775274
sample10,2022-08-08,Spongiibacteraceae BD1-7_clade,0.7167167167167168,0.6189779620413468
sample10,2022-08-08,Thermomicrobiales Genus of JG30-KF-CM45,18.64064064064064,4.824373786433909
sample11,2022-08-15,*Acidovorax*,0.2636029046055904,0.6250601854685071
sample11,2022-08-15,*Bifidobacterium*,0.6490599820948971,0.7718842085045514
sample11,2022-08-15,*Candidatus_Microthrix*,3.7501243409927385,16.572508272021935
sample11,2022-08-15,*Collinsella*,0.71123047846414,0.9171921516494475
sample11,2022-08-15,*Dechloromonas*,0.6540336218044365,0.5935828241994345
sample11,2022-08-15,*Ferruginibacter*,0.9126628867004873,0.6918805480368627
sample11,2022-08-15,*Hyphomicrobium*,1.618919725455088,1.3421399822106193
sample11,2022-08-15,*Iamia*,1.5567492290858451,0.9195638065549002
sample11,2022-08-15,*Longivirga*,1.325474982592261,0.5226197584525807
sample11,2022-08-15,*Methanosaeta*,0.3779966179249975,0.5796673762182207
sample11,2022-08-15,*Mycobacterium*,1.6935243210981796,0.7498251193740132
sample11,2022-08-15,*Nitrospira*,0.33820750024868196,0.9664133831269824
sample11,2022-08-15,*Nordella*,1.681090221824331,1.1986489788430603
sample11,2022-08-15,*Romboutsia*,1.4348950562021285,1.0035358373993588
sample11,2022-08-15,*Simplicispira*,0.0373022978215458,0.3901699130216283
sample11,2022-08-15,*Terrimonas*,0.6391127026758181,0.6644726300806033
sample11,2022-08-15,*Thauera*,0.41032527603700386,0.36917998114796513
sample11,2022-08-15,*Trichococcus*,0.693822739480752,3.1365122818711373
sample11,2022-08-15,*unidentified_Caldilineaceae*,1.2458967472396298,1.0407829723398616
sample11,2022-08-15,Actinobacteria Genus of PeM15,7.438078185616234,2.755898039947531
sample11,2022-08-15,Anaerolineae Genus of C10-SB1A,0.05471003680493385,0.2640053588327615
sample11,2022-08-15,Burkholderiales Genus of SC-I-84,2.3500447627573857,1.297114173829319
sample11,2022-08-15,Chloroflexi Genus of OLB14,2.230677409728439,1.6816085671473981
sample11,2022-08-15,Flavobacteriales Genus of NS9_marine_group,0.3406943201034517,0.9059129042078556
sample11,2022-08-15,Gammaproteobacteria Genus of Run-SP154,2.414702078981399,2.6335148874738517
sample11,2022-08-15,Genus of Actinobacteria,0.7410723167213767,0.7126946461146075
sample11,2022-08-15,Genus of Caldilineaceae,3.896846712424152,4.411204707392569
sample11,2022-08-15,Genus of Chloroflexaceae,0.2660897244603601,0.509813734457172
sample11,2022-08-15,Genus of Comamonadaceae,0.6067840445638119,1.6405102162494207
sample11,2022-08-15,Genus of Intrasporangiaceae,5.127822540535163,5.010608469695935
sample11,2022-08-15,Genus of Kineosporiaceae,1.380185019397195,0.6569083750018746
sample11,2022-08-15,Genus of Micrococcales,2.2679797075499852,1.6418298495456767
sample11,2022-08-15,Genus of Microtrichaceae,1.0021884014721973,1.387385172656866
sample11,2022-08-15,Genus of Microtrichales,2.3773997811598524,1.3823951177390017
sample11,2022-08-15,Genus of Propionibacteriaceae,0.738585496866607,0.8792396657092159
sample11,2022-08-15,Genus of Rhodobacteraceae,2.019297722073013,2.657419448875585
sample11,2022-08-15,Genus of Saccharimonadales,1.6686561225504826,1.5574194736276132
sample11,2022-08-15,Genus of Saprospiraceae,1.2110812692728539,2.160915937332617
sample11,2022-08-15,Ignavibacteria Genus of SJA-28,0.5122848900825624,0.5225866721513354
sample11,2022-08-15,Ilumatobacteraceae CL500-29_marine_group,0.9574256440863423,0.930435459719942
sample11,2022-08-15,Microtrichaceae IMCC26207,3.275141748731722,1.9551873403156141
sample11,2022-08-15,Other max.<1%,23.12245100964886,0.004636330084802926
sample11,2022-08-15,Saprospiraceae OLB8,0,0.6012212433047679
sample11,2022-08-15,Solirubrobacterales unidentified_67-14,3.4765741569680695,1.6640872308775274
sample11,2022-08-15,Spongiibacteraceae BD1-7_clade,1.201133989853775,0.6189779620413468
sample11,2022-08-15,Thermomicrobiales Genus of JG30-KF-CM45,9.328061275241222,4.824373786433909
sample12,2022-08-29,*Acidovorax*,0.5613472333600642,0.6250601854685071
sample12,2022-08-29,*Bifidobacterium*,0.6905461997683329,0.7718842085045514
sample12,2022-08-29,*Candidatus_Microthrix*,1.980308295464671,16.572508272021935
sample12,2022-08-29,*Collinsella*,1.2674864118328433,0.9171921516494475
sample12,2022-08-29,*Dechloromonas*,0.7217321571772253,0.5935828241994345
sample12,2022-08-29,*Ferruginibacter*,1.1761561079925154,0.6918805480368627
sample12,2022-08-29,*Hyphomicrobium*,1.8934331283970418,1.3421399822106193
sample12,2022-08-29,*Iamia*,1.7508687516706762,0.9195638065549002
sample12,2022-08-29,*Longivirga*,1.15610799251537,0.5226197584525807
sample12,2022-08-29,*Methanosaeta*,0.6415396952686447,0.5796673762182207
sample12,2022-08-29,*Mycobacterium*,1.4100507885592088,0.7498251193740132
sample12,2022-08-29,*Nitrospira*,0.7618283881315157,0.9664133831269824
sample12,2022-08-29,*Nordella*,1.710772520716386,1.1986489788430603
sample12,2022-08-29,*Romboutsia*,1.3476788737414238,1.0035358373993588
sample12,2022-08-29,*Simplicispira*,0.033413525795241913,0.3901699130216283
sample12,2022-08-29,*Terrimonas*,0.6058986010870533,0.6644726300806033
sample12,2022-08-29,*Thauera*,0.8620689655172413,0.36917998114796513
sample12,2022-08-29,*Trichococcus*,1.3476788737414238,3.1365122818711373
sample12,2022-08-29,*unidentified_Caldilineaceae*,0.6170364430188007,1.0407829723398616
sample12,2022-08-29,Actinobacteria Genus of PeM15,5.834001603849239,2.755898039947531
sample12,2022-08-29,Anaerolineae Genus of C10-SB1A,0.0512340728860376,0.2640053588327615
sample12,2022-08-29,Burkholderiales Genus of SC-I-84,1.9647153167602245,1.297114173829319
sample12,2022-08-29,Chloroflexi Genus of OLB14,3.2366568653657666,1.6816085671473981
sample12,2022-08-29,Flavobacteriales Genus of NS9_marine_group,0.5680299385191125,0.9059129042078556
sample12,2022-08-29,Gammaproteobacteria Genus of Run-SP154,4.3147999643589054,2.6335148874738517
sample12,2022-08-29,Genus of Actinobacteria,0.6749532210638867,0.7126946461146075
sample12,2022-08-29,Genus of Caldilineaceae,1.6862692684665421,4.411204707392569
sample12,2022-08-29,Genus of Chloroflexaceae,0.4766996346787847,0.509813734457172
sample12,2022-08-29,Genus of Comamonadaceae,1.078143098993139,1.6405102162494207
sample12,2022-08-29,Genus of Intrasporangiaceae,4.5442395081529,5.010608469695935
sample12,2022-08-29,Genus of Kineosporiaceae,1.1226944667201284,0.6569083750018746
sample12,2022-08-29,Genus of Micrococcales,1.9201639490332354,1.6418298495456767
sample12,2022-08-29,Genus of Microtrichaceae,1.2474382963556983,1.387385172656866
sample12,2022-08-29,Genus of Microtrichales,3.218836318274971,1.3823951177390017
sample12,2022-08-29,Genus of Propionibacteriaceae,0.9155306067896284,0.8792396657092159
sample12,2022-08-29,Genus of Rhodobacteraceae,2.6708544952330033,2.657419448875585
sample12,2022-08-29,Genus of Saccharimonadales,1.1717009712198163,1.5574194736276132
sample12,2022-08-29,Genus of Saprospiraceae,2.6352134010514123,2.160915937332617
sample12,2022-08-29,Ignavibacteria Genus of SJA-28,0.797469482313107,0.5225866721513354
sample12,2022-08-29,Ilumatobacteraceae CL500-29_marine_group,1.3721821259912679,0.930435459719942
sample12,2022-08-29,Microtrichaceae IMCC26207,2.586206896551724,1.9551873403156141
sample12,2022-08-29,Other max.<1%,27.22979595473581,0.004636330084802926
sample12,2022-08-29,Saprospiraceae OLB8,0,0.6012212433047679
sample12,2022-08-29,Solirubrobacterales unidentified_67-14,3.3814488104784814,1.6640872308775274
sample12,2022-08-29,Spongiibacteraceae BD1-7_clade,0.8598413971308919,0.6189779620413468
sample12,2022-08-29,Thermomicrobiales Genus of JG30-KF-CM45,3.904927381270605,4.824373786433909
sample13,2022-09-12,*Acidovorax*,0.48430159157232444,0.6250601854685071
sample13,2022-09-12,*Bifidobacterium*,0.7988906596022104,0.7718842085045514
sample13,2022-09-12,*Candidatus_Microthrix*,0.9582548585384025,16.572508272021935
sample13,2022-09-12,*Collinsella*,1.5460396961731895,0.9171921516494475
sample13,2022-09-12,*Dechloromonas*,0.49671958109981995,0.5935828241994345
sample13,2022-09-12,*Ferruginibacter*,0.8092389842084567,0.6918805480368627
sample13,2022-09-12,*Hyphomicrobium*,1.6515926071569011,1.3421399822106193
sample13,2022-09-12,*Iamia*,1.6205476333381625,0.9195638065549002
sample13,2022-09-12,*Longivirga*,1.2128236438520603,0.5226197584525807
sample13,2022-09-12,*Methanosaeta*,0.8423536229484446,0.5796673762182207
sample13,2022-09-12,*Mycobacterium*,1.0389717904671234,0.7498251193740132
sample13,2022-09-12,*Nitrospira*,1.0203448061758802,0.9664133831269824
sample13,2022-09-12,*Nordella*,1.3825361673944987,1.1986489788430603
sample13,2022-09-12,*Romboutsia*,1.0410414553883727,1.0035358373993588
sample13,2022-09-12,*Simplicispira*,0.04760229318873274,0.3901699130216283
sample13,2022-09-12,*Terrimonas*,0.2876834240536457,0.6644726300806033
sample13,2022-09-12,*Thauera*,0.9437672040896579,0.36917998114796513
sample13,2022-09-12,*Trichococcus*,0.9830908375933936,3.1365122818711373
sample13,2022-09-12,*unidentified_Caldilineaceae*,0.9292795496409132,1.0407829723398616
sample13,2022-09-12,Actinobacteria Genus of PeM15,6.2421094024877375,2.755898039947531
sample13,2022-09-12,Anaerolineae Genus of C10-SB1A,0.037253968582486495,0.2640053588327615
sample13,2022-09-12,Burkholderiales Genus of SC-I-84,2.92443653372519,1.297114173829319
sample13,2022-09-12,Chloroflexi Genus of OLB14,2.4442742719953636,1.6816085671473981
sample13,2022-09-12,Flavobacteriales Genus of NS9_marine_group,0.3994453298011052,0.9059129042078556
sample13,2022-09-12,Gammaproteobacteria Genus of Run-SP154,5.38112879524805,2.6335148874738517
sample13,2022-09-12,Genus of Actinobacteria,0.7057557381459941,0.7126946461146075
sample13,2022-09-12,Genus of Caldilineaceae,2.634683444750295,4.411204707392569
sample13,2022-09-12,Genus of Chloroflexaceae,0.273195769604901,0.509813734457172
sample13,2022-09-12,Genus of Comamonadaceae,0.9147918951921683,1.6405102162494207
sample13,2022-09-12,Genus of Intrasporangiaceae,3.975826313719809,5.010608469695935
sample13,2022-09-12,Genus of Kineosporiaceae,0.7533580313347269,0.6569083750018746
sample13,2022-09-12,Genus of Micrococcales,1.3349338742057661,1.6418298495456767
sample13,2022-09-12,Genus of Microtrichaceae,1.457044104559472,1.387385172656866
sample13,2022-09-12,Genus of Microtrichales,3.746093507461142,1.3823951177390017
sample13,2022-09-12,Genus of Propionibacteriaceae,0.7844030051534657,0.8792396657092159
sample13,2022-09-12,Genus of Rhodobacteraceae,2.189705486681706,2.657419448875585
sample13,2022-09-12,Genus of Saccharimonadales,1.5356913715669434,1.5574194736276132
sample13,2022-09-12,Genus of Saprospiraceae,2.959620837386427,2.160915937332617
sample13,2022-09-12,Ignavibacteria Genus of SJA-28,0.9872301674358921,0.5225866721513354
sample13,2022-09-12,Ilumatobacteraceae CL500-29_marine_group,1.3887451621582467,0.930435459719942
sample13,2022-09-12,Microtrichaceae IMCC26207,3.5743113189974545,1.9551873403156141
sample13,2022-09-12,Other max.<1%,25.423763892625782,0.004636330084802926
sample13,2022-09-12,Saprospiraceae OLB8,0.006208994763747749,0.6012212433047679
sample13,2022-09-12,Solirubrobacterales unidentified_67-14,2.404950638491628,1.6640872308775274
sample13,2022-09-12,Spongiibacteraceae BD1-7_clade,0.8175176438934537,0.6189779620413468
sample13,2022-09-12,Thermomicrobiales Genus of JG30-KF-CM45,6.608440093548855,4.824373786433909
sample14,2022-09-26,*Acidovorax*,0.49508066038725373,0.6250601854685071
sample14,2022-09-26,*Bifidobacterium*,0.6272420231177495,0.7718842085045514
sample14,2022-09-26,*Candidatus_Microthrix*,0.7237407959050955,16.572508272021935
sample14,2022-09-26,*Collinsella*,0.8747823533113763,0.9171921516494475
sample14,2022-09-26,*Dechloromonas*,0.5055696574293566,0.5935828241994345
sample14,2022-09-26,*Ferruginibacter*,0.9712811260987225,0.6918805480368627
sample14,2022-09-26,*Hyphomicrobium*,1.4705573853028173,1.3421399822106193
sample14,2022-09-26,*Iamia*,1.080366695336592,0.9195638065549002
sample14,2022-09-26,*Longivirga*,0.8978581468040027,0.5226197584525807
sample14,2022-09-26,*Methanosaeta*,0.05873838343577587,0.5796673762182207
sample14,2022-09-26,*Mycobacterium*,0.7929681763829743,0.7498251193740132
sample14,2022-09-26,*Nitrospira*,2.2341563699679035,0.9664133831269824
sample14,2022-09-26,*Nordella*,1.2754620403197046,1.1986489788430603
sample14,2022-09-26,*Romboutsia*,1.1978434622081435,1.0035358373993588
sample14,2022-09-26,*Simplicispira*,0.07342297929471985,0.3901699130216283
sample14,2022-09-26,*Terrimonas*,0.377603893515702,0.6644726300806033
sample14,2022-09-26,*Thauera*,1.0300195095344984,0.36917998114796513
sample14,2022-09-26,*Trichococcus*,0.8517065598187502,3.1365122818711373
sample14,2022-09-26,*unidentified_Caldilineaceae*,0.3230611088967673,1.0407829723398616
sample14,2022-09-26,Actinobacteria Genus of PeM15,4.382302964190564,2.755898039947531
sample14,2022-09-26,Anaerolineae Genus of C10-SB1A,0.031466991126308505,0.2640053588327615
sample14,2022-09-26,Burkholderiales Genus of SC-I-84,2.4040781220499694,1.297114173829319
sample14,2022-09-26,Chloroflexi Genus of OLB14,2.840420399001448,1.6816085671473981
sample14,2022-09-26,Flavobacteriales Genus of NS9_marine_group,0.3062787136294028,0.9059129042078556
sample14,2022-09-26,Gammaproteobacteria Genus of Run-SP154,6.480102372611131,2.6335148874738517
sample14,2022-09-26,Genus of Actinobacteria,0.6629046130608991,0.7126946461146075
sample14,2022-09-26,Genus of Caldilineaceae,0.9209339402966289,4.411204707392569
sample14,2022-09-26,Genus of Chloroflexaceae,0.5391344479640857,0.509813734457172
sample14,2022-09-26,Genus of Comamonadaceae,0.9272273385218904,1.6405102162494207
sample14,2022-09-26,Genus of Intrasporangiaceae,3.912395896704357,5.010608469695935
sample14,2022-09-26,Genus of Kineosporiaceae,0.6838826071451047,0.6569083750018746
sample14,2022-09-26,Genus of Micrococcales,2.003398435041641,1.6418298495456767
sample14,2022-09-26,Genus of Microtrichaceae,1.4348947953596676,1.387385172656866
sample14,2022-09-26,Genus of Microtrichales,2.5907822693994,1.3823951177390017
sample14,2022-09-26,Genus of Propionibacteriaceae,0.5601124420482914,0.8792396657092159
sample14,2022-09-26,Genus of Rhodobacteraceae,2.345339738614194,2.657419448875585
sample14,2022-09-26,Genus of Saccharimonadales,1.9740292433237532,1.5574194736276132
sample14,2022-09-26,Genus of Saprospiraceae,2.735530428580419,2.160915937332617
sample14,2022-09-26,Ignavibacteria Genus of SJA-28,1.3153202290796953,0.5225866721513354
sample14,2022-09-26,Ilumatobacteraceae CL500-29_marine_group,1.1999412616165641,0.930435459719942
sample14,2022-09-26,Microtrichaceae IMCC26207,3.2012418972497847,1.9551873403156141
sample14,2022-09-26,Other max.<1%,29.406952107239505,0.004636330084802926
sample14,2022-09-26,Saprospiraceae OLB8,0.004195598816841134,0.6012212433047679
sample14,2022-09-26,Solirubrobacterales unidentified_67-14,2.3558287356562966,1.6640872308775274
sample14,2022-09-26,Spongiibacteraceae BD1-7_clade,0.9565965302397785,0.6189779620413468
sample14,2022-09-26,Thermomicrobiales Genus of JG30-KF-CM45,7.9632465543644715,4.824373786433909
sample15,2022-10-10,*Acidovorax*,0.5861452463394211,0.6250601854685071
sample15,2022-10-10,*Bifidobacterium*,1.022925294769955,0.7718842085045514
sample15,2022-10-10,*Candidatus_Microthrix*,0.9821893317038949,16.572508272021935
sample15,2022-10-10,*Collinsella*,0.8260348066173309,0.9171921516494475
sample15,2022-10-10,*Dechloromonas*,0.3258877045284812,0.5935828241994345
sample15,2022-10-10,*Ferruginibacter*,0.7355104442483084,0.6918805480368627
sample15,2022-10-10,*Hyphomicrobium*,1.5185461787403536,1.3421399822106193
sample15,2022-10-10,*Iamia*,1.2718672912847668,0.9195638065549002
sample15,2022-10-10,*Longivirga*,0.9188222780455789,0.5226197584525807
sample15,2022-10-10,*Methanosaeta*,0.16068074320501505,0.5796673762182207
sample15,2022-10-10,*Mycobacterium*,0.6653540634123158,0.7498251193740132
sample15,2022-10-10,*Nitrospira*,2.5369452553918577,0.9664133831269824
sample15,2022-10-10,*Nordella*,1.2243420010410302,1.1986489788430603
sample15,2022-10-10,*Romboutsia*,0.9686106773485414,1.0035358373993588
sample15,2022-10-10,*Simplicispira*,0.07694570801366918,0.3901699130216283
sample15,2022-10-10,*Terrimonas*,0.4028334125421504,0.6644726300806033
sample15,2022-10-10,*Thauera*,0.7807726254328196,0.36917998114796513
sample15,2022-10-10,*Trichococcus*,1.581913232398669,3.1365122818711373
sample15,2022-10-10,*unidentified_Caldilineaceae*,1.1292914205535565,1.0407829723398616
sample15,2022-10-10,Actinobacteria Genus of PeM15,4.458324846674362,2.755898039947531
sample15,2022-10-10,Anaerolineae Genus of C10-SB1A,0.05205150836218798,0.2640053588327615
sample15,2022-10-10,Burkholderiales Genus of SC-I-84,1.9349582456378573,1.297114173829319
sample15,2022-10-10,Chloroflexi Genus of OLB14,2.2970556951139476,1.6816085671473981
sample15,2022-10-10,Flavobacteriales Genus of NS9_marine_group,0.41414895783827826,0.9059129042078556
sample15,2022-10-10,Gammaproteobacteria Genus of Run-SP154,6.67843483377464,2.6335148874738517
sample15,2022-10-10,Genus of Actinobacteria,0.7807726254328196,0.7126946461146075
sample15,2022-10-10,Genus of Caldilineaceae,2.8062552334396993,4.411204707392569
sample15,2022-10-10,Genus of Chloroflexaceae,0.42999072125285714,0.509813734457172
sample15,2022-10-10,Genus of Comamonadaceae,0.9912417679407971,1.6405102162494207
sample15,2022-10-10,Genus of Intrasporangiaceae,3.795233892321271,5.010608469695935
sample15,2022-10-10,Genus of Kineosporiaceae,0.5793559191617444,0.6569083750018746
sample15,2022-10-10,Genus of Micrococcales,1.3601285445945641,1.6418298495456767
sample15,2022-10-10,Genus of Microtrichaceae,2.7021522167153234,1.387385172656866
sample15,2022-10-10,Genus of Microtrichales,3.299613008350873,1.3823951177390017
sample15,2022-10-10,Genus of Propionibacteriaceae,0.617828773168579,0.8792396657092159
sample15,2022-10-10,Genus of Rhodobacteraceae,2.159006042501188,2.657419448875585
sample15,2022-10-10,Genus of Saccharimonadales,1.9168533731640527,1.5574194736276132
sample15,2022-10-10,Genus of Saprospiraceae,2.518840382918053,2.160915937332617
sample15,2022-10-10,Ignavibacteria Genus of SJA-28,0.8441396790911354,0.5225866721513354
sample15,2022-10-10,Ilumatobacteraceae CL500-29_marine_group,1.672437594767692,0.930435459719942
sample15,2022-10-10,Microtrichaceae IMCC26207,4.182225541448843,1.9551873403156141
sample15,2022-10-10,Other max.<1%,24.063638626745423,0.004636330084802926
sample15,2022-10-10,Saprospiraceae OLB8,0,0.6012212433047679
sample15,2022-10-10,Solirubrobacterales unidentified_67-14,2.591259872813271,1.6640872308775274
sample15,2022-10-10,Spongiibacteraceae BD1-7_clade,0.7332473351890828,0.6189779620413468
sample15,2022-10-10,Thermomicrobiales Genus of JG30-KF-CM45,8.405187045963745,4.824373786433909
sample16,2022-10-24,*Acidovorax*,0.7716021882851898,0.6250601854685071
sample16,2022-10-24,*Bifidobacterium*,0.9729671935420638,0.7718842085045514
sample16,2022-10-24,*Candidatus_Microthrix*,2.4538018782187216,16.572508272021935
sample16,2022-10-24,*Collinsella*,0.7609102411034089,0.9171921516494475
sample16,2022-10-24,*Dechloromonas*,0.36352620418055137,0.5935828241994345
sample16,2022-10-24,*Ferruginibacter*,0.7876401090578612,0.6918805480368627
sample16,2022-10-24,*Hyphomicrobium*,1.493308623055402,1.3421399822106193
sample16,2022-10-24,*Iamia*,0.8446638273606928,0.9195638065549002
sample16,2022-10-24,*Longivirga*,0.5648912094374254,0.5226197584525807
sample16,2022-10-24,*Methanosaeta*,0.21027496124169145,0.5796673762182207
sample16,2022-10-24,*Mycobacterium*,0.6058770069675856,0.7498251193740132
sample16,2022-10-24,*Nitrospira*,2.323716520840387,0.9664133831269824
sample16,2022-10-24,*Nordella*,1.250957820268368,1.1986489788430603
sample16,2022-10-24,*Romboutsia*,0.8090240034214231,1.0035358373993588
